iter	Passed	Remaining
371	477896	806771
372	479218	805549
373	480505	804269
374	481769	802948
375	483064	801682
376	484389	800462
377	485632	799109
378	486952	797882
379	488300	796700
380	489622	795476
381	490982	794312
382	492242	792986
383	493531	791706
384	494810	790411
385	496136	789190
386	497439	787934
387	498722	786645
388	500058	785439
389	501321	784118
390	502587	782802
391	503949	781635
392	505276	780414
393	506547	779106
394	507792	777758
395	509086	776485
396	510330	775136
397	511686	773958
398	512936	772618
399	514204	771306
400	515477	770002
401	516793	768762
402	518071	767465
403	519342	766159
404	520652	764909
405	521928	763610
406	523195	762296
407	524568	761138
408	525887	759901
409	527160	758596
410	528421	757275
411	529663	755928
412	531006	754723
413	532247	753374
414	533567	752137
415	534847	750844
416	536156	749590
417	537472	748347
418	538803	747123
419	540090	745839
420	541393	744576
421	542708	743331
422	544017	742075
423	545236	740698
424	546568	739475
425	547796	738110
426	549194	736975
427	550533	735760
428	551860	734527
429	553132	733222
430	554436	731959
431	555793	730765
432	557087	729488
433	558423	728266
434	559734	727011
435	560977	725667
436	562214	724317
437	563483	723009
438	564706	721640
439	565962	720315
440	567280	719069
441	568524	717729
442	569857	716502
443	571188	715272
444	572459	713966
445	573729	712659
446	575032	711393
447	576329	710120
448	577691	708926
449	579101	707790
450	580345	706452
451	581561	705079
452	582788	703720
453	584076	702436
454	585323	701102
455	586690	699911
456	587915	698551
457	589232	697301
458	590521	696017
459	591882	694818
460	593140	693498
461	594417	692200
462	595676	690881
463	597012	689652
464	598323	688393
465	599587	687081
466	600836	685751
467	602191	684541
468	603498	683278
469	604789	681996
470	606096	680732
471	607395	679459
472	608649	678136
