iter	Accuracy	Logloss
543	0.7899712801	0.4649792829
544	0.7899811045	0.4649614762
545	0.7899996616	0.4649524705
546	0.7899887456	0.4649452387
547	0.790004028	0.4649335722
548	0.7900073028	0.4649164478
549	0.7900193104	0.4649036898
550	0.790004028	0.4648986411
551	0.7899996616	0.4648848938
552	0.7900018448	0.4648648698
553	0.7899909288	0.4648574675
554	0.7900018448	0.464849144
555	0.7900138524	0.4648359084
556	0.7900302263	0.4648264934
557	0.7900433255	0.4648117909
558	0.7900389591	0.464805446
559	0.7900367759	0.4647909824
560	0.7900531499	0.4647855244
561	0.7900542415	0.464778122
562	0.7900520583	0.4647635219
563	0.790060791	0.4647540727
564	0.7900935389	0.4647413488
565	0.7900924473	0.464732002
566	0.7900935389	0.4647227917
567	0.7901153709	0.4647095561
568	0.7901361112	0.4646951606
569	0.7901470272	0.4646834942
570	0.7901546684	0.4646741815
571	0.7901590348	0.4646617987
572	0.7901601264	0.4646541234
573	0.7901852331	0.4646430028
574	0.7901895995	0.4646360438
575	0.7901765003	0.4646287779
576	0.7901775919	0.4646117558
577	0.7901874163	0.4646017267
578	0.790207065	0.4645875019
579	0.790228897	0.4645770976
580	0.7902540037	0.4645683307
581	0.7902594617	0.4645598708
582	0.790274744	0.4645495689
583	0.7902845684	0.464542917
584	0.7902987592	0.4645337407
585	0.790307492	0.4645244963
586	0.7903053088	0.4645167186
587	0.7903227743	0.4645049498
588	0.7903391483	0.4644901109
589	0.7903402399	0.4644803207
590	0.7903260491	0.4644668804
591	0.7903096752	0.4644548387
592	0.7903260491	0.4644465153
593	0.7903413315	0.4644342348
594	0.7903293239	0.464428231
595	0.7903686214	0.4644167693
596	0.790358797	0.4644067061
597	0.7903959113	0.4643884901
598	0.7904111937	0.4643763461
599	0.7904035525	0.464364782
600	0.7903959113	0.4643596651
601	0.7903959113	0.4643497384
602	0.7904002777	0.4643404598
603	0.7903948197	0.4643320682
604	0.7904024609	0.4643252457
605	0.7904199264	0.4643150802
606	0.790431934	0.4643113619
607	0.7904526744	0.4643036184
608	0.790431934	0.4642955679
609	0.7904526744	0.4642812748
610	0.7904548576	0.4642687555
611	0.7904493996	0.4642572938
612	0.7904777811	0.4642514947
613	0.7904886971	0.4642430689
614	0.7904745063	0.4642339268
615	0.7904930634	0.4642277183
616	0.7904974298	0.464219429
617	0.7904974298	0.4642107303
618	0.790499613	0.4642016564
619	0.7904985214	0.4641901947
620	0.7905400021	0.4641769249
621	0.7905498265	0.4641704777
622	0.7905443685	0.4641602099
623	0.7905465517	0.4641527393
624	0.7906033147	0.4641315554
625	0.7906044063	0.4641220722
626	0.7906185971	0.4641159661
627	0.7906065895	0.4641074721
628	0.7906065895	0.4641020141
629	0.7906098643	0.4640821266
630	0.7906087727	0.4640674241
631	0.7906273299	0.4640589301
632	0.7905934904	0.4640452852
633	0.7906076811	0.4640331412
634	0.7906284215	0.4640248177
635	0.7906349711	0.4640105246
636	0.7906382458	0.4639997451
637	0.7906469786	0.4639871576
638	0.7906546198	0.463981188
639	0.7906262383	0.4639662126
640	0.7906480702	0.4639569682
641	0.7906327879	0.4639474508
642	0.7906546198	0.4639384792
643	0.7906633526	0.4639295418
644	0.7906633526	0.4639195468
645	0.7906808181	0.4639053561
646	0.7906884593	0.463897135
647	0.7906862761	0.4638872083
648	0.7906950089	0.4638826372
649	0.7906950089	0.4638753372
650	0.7907179324	0.4638651717
651	0.7907157492	0.463858281
652	0.7907321232	0.4638489683
653	0.7907059249	0.4638392462
