iter	Passed	Remaining
710	145192	7964
711	145407	7760
712	145630	7557
713	145857	7354
714	146115	7152
715	146297	6947
716	146468	6741
717	146706	6538
718	146952	6335
719	147157	6131
720	147428	5929
721	147653	5726
722	147890	5522
723	148085	5317
724	148268	5112
725	148511	4909
726	148692	4704
727	148856	4498
728	149034	4293
729	149226	4088
730	149467	3884
731	149698	3681
732	149872	3475
733	150081	3271
734	150276	3066
735	150509	2862
736	150685	2657
737	150895	2453
738	151070	2248
739	151260	2044
740	151473	1839
741	151661	1635
742	151917	1431
743	152127	1226
744	152342	1022
745	152541	817
746	152736	613
747	152924	408
748	153101	204
749	153278	0
