iter	Accuracy	Logloss
882	0.8055597984	0.44470126
883	0.8055542776	0.4446892983
884	0.8055653192	0.4446760714
885	0.8055653192	0.444669458
886	0.8055837218	0.4446504228
887	0.8055800413	0.4446380297
888	0.8055818815	0.4446300361
889	0.805585562	0.4446182182
890	0.8055837218	0.4446033236
891	0.8055653192	0.4445969114
892	0.8056186868	0.4445826206
893	0.8056168465	0.4445706589
894	0.8056223673	0.4445588985
895	0.8056352491	0.4445447515
896	0.8056536517	0.4445303457
897	0.805662853	0.4445172626
898	0.8056830959	0.4444996938
899	0.8056720543	0.4444833615
900	0.8056518115	0.4444661953
901	0.8056536517	0.4444522496
902	0.8056610128	0.4444363773
903	0.8056591725	0.4444252495
904	0.8056518115	0.4444142654
905	0.8056536517	0.4444062718
906	0.8056867764	0.4443984794
907	0.805732783	0.4443860289
908	0.8057309427	0.4443772877
909	0.8057438245	0.4443674825
910	0.8057585466	0.4443503738
911	0.8057732687	0.444339476
912	0.8057769493	0.4443286645
913	0.80578247	0.4443229137
914	0.8057861506	0.4443123322
915	0.8057990324	0.4443016932
916	0.805817435	0.444282543
917	0.8058119142	0.4442691436
918	0.8058082337	0.4442573256
919	0.8058137545	0.4442515748
920	0.8058266363	0.4442334022
921	0.8057990324	0.4442216706
922	0.8057990324	0.4442121529
923	0.8058137545	0.4442021753
924	0.8058395181	0.444188057
925	0.8058413584	0.4441813573
926	0.8058781636	0.4441667502
927	0.8058744831	0.4441533508
928	0.8058744831	0.4441445521
929	0.8058892052	0.4441386863
930	0.8058965663	0.4441240504
931	0.8058873649	0.4441210312
932	0.8058781636	0.4441055328
933	0.805894726	0.4440976254
934	0.8059131286	0.4440847723
935	0.8059076078	0.4440777851
936	0.8059517741	0.4440650183
937	0.8059646559	0.4440550694
938	0.8059775378	0.4440430789
939	0.8059756975	0.4440265741
940	0.8059462533	0.444010098
941	0.8059462533	0.4439961522
942	0.8059407325	0.4439897401
943	0.8059333715	0.4439777209
944	0.8059628157	0.4439619636
945	0.8059977806	0.4439414907
946	0.8059775378	0.4439367751
947	0.8059830586	0.4439310242
948	0.8059941001	0.4439145194
949	0.8059977806	0.4438954554
950	0.8060272248	0.443880072
951	0.8060382664	0.4438721359
952	0.8060290651	0.4438569825
953	0.8060290651	0.4438411677
954	0.8060511482	0.4438320239
955	0.8060474677	0.4438217012
956	0.8060677106	0.4438135063
957	0.8060787522	0.4438030398
958	0.8060769119	0.4437948449
959	0.8060658703	0.4437824519
960	0.8060713911	0.4437700013
961	0.8060934742	0.4437555093
962	0.8061118769	0.4437459054
963	0.8061045158	0.4437282504
964	0.806098995	0.4437190203
965	0.8061155574	0.4437092727
966	0.8061505224	0.4436933717
967	0.8061726055	0.4436829052
968	0.8061652445	0.4436714323
969	0.8061836471	0.4436573141
970	0.8062094107	0.4436441159
971	0.8061854873	0.4436352022
972	0.8061891679	0.4436288475
973	0.8061928484	0.4436129465
974	0.8062075705	0.4435975056
975	0.8061965289	0.4435823809
976	0.8062204523	0.4435663074
977	0.806211251	0.4435497163
978	0.8062057302	0.4435343903
979	0.8062057302	0.4435240101
980	0.8062075705	0.443509403
981	0.8062130913	0.4434980452
982	0.8062314939	0.4434859685
983	0.8062222926	0.4434736905
984	0.8062241328	0.4434539364
985	0.8062259731	0.4434376904
986	0.8062406952	0.4434183964
987	0.8062406952	0.4434106903
988	0.8062333341	0.4434005688
989	0.8062498965	0.4433927477
990	0.8062609381	0.4433855304
991	0.806253577	0.4433752077
992	0.8062425354	0.4433634185
993	0.8062646186	0.4433549361
994	0.806246216	0.443336591
995	0.806246216	0.4433272459
996	0.8062388549	0.4433085557
997	0.806253577	0.4432932011
998	0.8062627783	0.443289233
999	0.8062554173	0.4432802617
